provenance,claim_id,reviewer_slot,reviewer_id,primary_cause,additional_causes,confidence,evidence_rationale,completed_at,status
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004442,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004442,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004442,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004280,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004280,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004280,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004225,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004225,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004225,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004949,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004949,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004949,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004970,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004970,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004970,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004904,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004904,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004904,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004278,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004278,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004278,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004958,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004958,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004958,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004909,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004909,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004909,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004702,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004702,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004702,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004252,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004252,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004252,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004395,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004395,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004395,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004745,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004745,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004745,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004286,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004286,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004286,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004501,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004501,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004501,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004618,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004618,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004618,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004655,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004655,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004655,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004447,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004447,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004447,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004534,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004534,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004534,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004713,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004713,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004713,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004436,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004436,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004436,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004730,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004730,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004730,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004573,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004573,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004573,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004161,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004161,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004161,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004361,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004361,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004361,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004914,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004914,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004914,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004617,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004617,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004617,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004529,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004529,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004529,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004288,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004288,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004288,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004945,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004945,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004945,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004528,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004528,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004528,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004309,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004309,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004309,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004627,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004627,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004627,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004220,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004220,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004220,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004233,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004233,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004233,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004728,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004728,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004728,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004429,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004429,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004429,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004289,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004289,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004289,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004389,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004389,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004389,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004878,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004878,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004878,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004539,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004539,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004539,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004228,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004228,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004228,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004897,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004897,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004897,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004235,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004235,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004235,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004751,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004751,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004751,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004742,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004742,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004742,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004402,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004402,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004402,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004185,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004185,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004185,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004517,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004517,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004517,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004564,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004564,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004564,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004639,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004639,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004639,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004675,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004675,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004675,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004386,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004386,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004386,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004195,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004195,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004195,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004858,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004858,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004858,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004200,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004200,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004200,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004440,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004440,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004440,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004609,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004609,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004609,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004266,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004266,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004266,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004861,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004861,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004861,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004867,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004867,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004867,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004782,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004782,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004782,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004226,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004226,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004226,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004495,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004495,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004495,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004236,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004236,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004236,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004876,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004876,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004876,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004196,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004196,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004196,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004643,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004643,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004643,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004694,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004694,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004694,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004865,1,,,,,,,NOT_ANNOTATED
