provenance,claim_id,freight_order_id,event_timestamp,carrier_id,region,claim_value_usd,contract_payment_days,document_quality,image_damage_proxy,delay_hours,sla_buffer_hours,shipped_quantity,extracted_received_quantity,contractual_loss_tolerance,evidence_text
SYNTHETIC_NOT_REAL,SYN-004336,SYN-FO-004336,2025-11-13T10:55:12+00:00,SYN-C024,North America,243.73,15,0.4799,0.796,19.292,24.0,451,452,0.01,SIMULATED: transit deviation 19.3 h; load 451 pieces; received-document reading 452; image damage proxy 0.80.
SYNTHETIC_NOT_REAL,SYN-004914,SYN-FO-004914,2025-12-25T15:34:33.600000+00:00,SYN-C049,Latin America,160.94,15,0.8561,1.0,0.577,4.0,271,268,0.01,SIMULATED: transit deviation 0.6 h; load 271 pieces; received-document reading 268; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-004617,SYN-FO-004617,2025-12-03T23:13:55.200000+00:00,SYN-C071,Latin America,273.32,15,0.4567,0.7306,7.921,4.0,402,389,0.03,SIMULATED: transit deviation 7.9 h; load 402 pieces; received-document reading 389; image damage proxy 0.73.
SYNTHETIC_NOT_REAL,SYN-004529,SYN-FO-004529,2025-11-27T13:03:21.600000+00:00,SYN-C069,Latin America,40.48,45,0.8124,0.3824,29.907,12.0,72,71,0.03,SIMULATED: transit deviation 29.9 h; load 72 pieces; received-document reading 71; image damage proxy 0.38.
SYNTHETIC_NOT_REAL,SYN-004288,SYN-FO-004288,2025-11-09T22:49:26.400000+00:00,SYN-C053,North America,420.91,60,0.6293,1.0,0.0,4.0,201,197,0.03,SIMULATED: transit deviation 0.0 h; load 201 pieces; received-document reading 197; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-004945,SYN-FO-004945,2025-12-27T21:53:16.800000+00:00,SYN-C011,North America,107.41,45,0.5108,1.0,4.818,2.0,458,444,0.03,SIMULATED: transit deviation 4.8 h; load 458 pieces; received-document reading 444; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-004528,SYN-FO-004528,2025-11-27T11:18:14.400000+00:00,SYN-C007,Europe,679.46,60,0.82,0.6509,17.202,24.0,50,48,0.03,SIMULATED: transit deviation 17.2 h; load 50 pieces; received-document reading 48; image damage proxy 0.65.
SYNTHETIC_NOT_REAL,SYN-004309,SYN-FO-004309,2025-11-11T11:36:57.600000+00:00,SYN-C039,North America,178.71,15,0.6352,0.0,16.045,12.0,326,294,0.03,SIMULATED: transit deviation 16.0 h; load 326 pieces; received-document reading 294; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004627,SYN-FO-004627,2025-12-04T16:45:07.200000+00:00,SYN-C064,Latin America,575.43,15,0.6047,0.5648,3.379,4.0,165,159,0.01,SIMULATED: transit deviation 3.4 h; load 165 pieces; received-document reading 159; image damage proxy 0.56.
SYNTHETIC_NOT_REAL,SYN-004220,SYN-FO-004220,2025-11-04T23:41:16.800000+00:00,SYN-C008,Latin America,1505.2,15,0.8899,0.0,61.286,24.0,290,286,0.01,SIMULATED: transit deviation 61.3 h; load 290 pieces; received-document reading 286; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004233,SYN-FO-004233,2025-11-05T22:27:50.400000+00:00,SYN-C065,North America,36.9,60,0.4856,0.5416,17.187,8.0,448,399,0.03,SIMULATED: transit deviation 17.2 h; load 448 pieces; received-document reading 399; image damage proxy 0.54.
SYNTHETIC_NOT_REAL,SYN-004728,SYN-FO-004728,2025-12-12T01:42:14.400000+00:00,SYN-C042,North America,1286.32,15,0.9699,0.2363,12.286,8.0,367,329,0.03,SIMULATED: transit deviation 12.3 h; load 367 pieces; received-document reading 329; image damage proxy 0.24.
SYNTHETIC_NOT_REAL,SYN-004429,SYN-FO-004429,2025-11-20T05:51:21.600000+00:00,SYN-C059,North America,1635.89,60,0.4808,0.9083,24.839,12.0,322,313,0.03,SIMULATED: transit deviation 24.8 h; load 322 pieces; received-document reading 313; image damage proxy 0.91.
SYNTHETIC_NOT_REAL,SYN-004289,SYN-FO-004289,2025-11-10T00:34:33.600000+00:00,SYN-C045,North America,253.55,60,0.9783,1.0,0.0,8.0,116,112,0.03,SIMULATED: transit deviation 0.0 h; load 116 pieces; received-document reading 112; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-004389,SYN-FO-004389,2025-11-17T07:46:33.600000+00:00,SYN-C069,Europe,53.81,45,0.8275,0.3467,13.98,12.0,110,111,0.03,SIMULATED: transit deviation 14.0 h; load 110 pieces; received-document reading 111; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-004878,SYN-FO-004878,2025-12-23T00:30:14.400000+00:00,SYN-C032,Latin America,1135.68,60,0.837,0.2107,4.139,2.0,461,450,0.0,SIMULATED: transit deviation 4.1 h; load 461 pieces; received-document reading 450; image damage proxy 0.21.
SYNTHETIC_NOT_REAL,SYN-004539,SYN-FO-004539,2025-11-28T06:34:33.600000+00:00,SYN-C007,Asia Pacific,91.96,45,0.8905,0.3679,4.598,4.0,68,69,0.03,SIMULATED: transit deviation 4.6 h; load 68 pieces; received-document reading 69; image damage proxy 0.37.
SYNTHETIC_NOT_REAL,SYN-004228,SYN-FO-004228,2025-11-05T13:42:14.400000+00:00,SYN-C014,Latin America,35.36,45,0.6251,0.4102,14.65,8.0,264,259,0.03,SIMULATED: transit deviation 14.7 h; load 264 pieces; received-document reading 259; image damage proxy 0.41.
SYNTHETIC_NOT_REAL,SYN-004897,SYN-FO-004897,2025-12-24T09:47:31.200000+00:00,SYN-C007,Latin America,547.1,30,0.816,0.5539,71.762,24.0,42,42,0.03,SIMULATED: transit deviation 71.8 h; load 42 pieces; received-document reading 42; image damage proxy 0.55.
SYNTHETIC_NOT_REAL,SYN-004235,SYN-FO-004235,2025-11-06T01:58:04.800000+00:00,SYN-C023,Latin America,680.6,45,0.8386,0.5551,7.92,24.0,102,89,0.03,SIMULATED: transit deviation 7.9 h; load 102 pieces; received-document reading 89; image damage proxy 0.56.
SYNTHETIC_NOT_REAL,SYN-004751,SYN-FO-004751,2025-12-13T18:00:00+00:00,SYN-C026,Asia Pacific,379.71,30,0.8679,0.0,3.716,8.0,386,359,0.0,SIMULATED: transit deviation 3.7 h; load 386 pieces; received-document reading 359; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004742,SYN-FO-004742,2025-12-13T02:13:55.200000+00:00,SYN-C027,North America,98.03,30,0.5133,0.3655,3.206,2.0,178,167,0.01,SIMULATED: transit deviation 3.2 h; load 178 pieces; received-document reading 167; image damage proxy 0.37.
SYNTHETIC_NOT_REAL,SYN-004402,SYN-FO-004402,2025-11-18T06:33:07.200000+00:00,SYN-C033,Asia Pacific,301.41,30,0.717,0.327,42.612,24.0,303,300,0.03,SIMULATED: transit deviation 42.6 h; load 303 pieces; received-document reading 300; image damage proxy 0.33.
SYNTHETIC_NOT_REAL,SYN-004185,SYN-FO-004185,2025-11-02T10:22:04.800000+00:00,SYN-C071,North America,253.13,45,0.4807,0.8272,1.979,2.0,414,400,0.03,SIMULATED: transit deviation 2.0 h; load 414 pieces; received-document reading 400; image damage proxy 0.83.
SYNTHETIC_NOT_REAL,SYN-004517,SYN-FO-004517,2025-11-26T16:01:55.200000+00:00,SYN-C059,Latin America,165.24,45,0.8119,1.0,1.912,2.0,101,98,0.03,SIMULATED: transit deviation 1.9 h; load 101 pieces; received-document reading 98; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-004564,SYN-FO-004564,2025-11-30T02:22:33.600000+00:00,SYN-C066,Europe,242.16,45,0.7688,0.921,10.235,12.0,212,204,0.03,SIMULATED: transit deviation 10.2 h; load 212 pieces; received-document reading 204; image damage proxy 0.92.
SYNTHETIC_NOT_REAL,SYN-004639,SYN-FO-004639,2025-12-05T13:46:33.600000+00:00,SYN-C067,Europe,936.88,60,0.9019,0.2707,5.997,4.0,318,307,0.0,SIMULATED: transit deviation 6.0 h; load 318 pieces; received-document reading 307; image damage proxy 0.27.
SYNTHETIC_NOT_REAL,SYN-004675,SYN-FO-004675,2025-12-08T04:50:52.800000+00:00,SYN-C062,Latin America,196.08,60,0.9315,0.6057,2.027,2.0,113,112,0.0,SIMULATED: transit deviation 2.0 h; load 113 pieces; received-document reading 112; image damage proxy 0.61.
SYNTHETIC_NOT_REAL,SYN-004386,SYN-FO-004386,2025-11-17T02:31:12+00:00,SYN-C068,Latin America,2128.44,45,0.5286,0.8342,6.981,4.0,348,348,0.03,SIMULATED: transit deviation 7.0 h; load 348 pieces; received-document reading 348; image damage proxy 0.83.
SYNTHETIC_NOT_REAL,SYN-004195,SYN-FO-004195,2025-11-03T03:53:16.800000+00:00,SYN-C079,North America,126.01,45,0.9599,0.8713,2.143,8.0,429,429,0.03,SIMULATED: transit deviation 2.1 h; load 429 pieces; received-document reading 429; image damage proxy 0.87.
SYNTHETIC_NOT_REAL,SYN-004858,SYN-FO-004858,2025-12-21T13:27:50.400000+00:00,SYN-C056,Latin America,142.95,60,0.8643,0.043,15.812,8.0,244,234,0.03,SIMULATED: transit deviation 15.8 h; load 244 pieces; received-document reading 234; image damage proxy 0.04.
SYNTHETIC_NOT_REAL,SYN-004200,SYN-FO-004200,2025-11-03T12:38:52.800000+00:00,SYN-C058,North America,652.37,60,0.7807,0.9769,22.327,12.0,267,259,0.03,SIMULATED: transit deviation 22.3 h; load 267 pieces; received-document reading 259; image damage proxy 0.98.
SYNTHETIC_NOT_REAL,SYN-004440,SYN-FO-004440,2025-11-21T01:07:40.800000+00:00,SYN-C064,Latin America,455.5,15,0.604,0.1213,1.043,2.0,34,29,0.0,SIMULATED: transit deviation 1.0 h; load 34 pieces; received-document reading 29; image damage proxy 0.12.
SYNTHETIC_NOT_REAL,SYN-004609,SYN-FO-004609,2025-12-03T09:12:57.600000+00:00,SYN-C077,Asia Pacific,1379.12,30,0.6278,0.4418,1.144,2.0,344,341,0.0,SIMULATED: transit deviation 1.1 h; load 344 pieces; received-document reading 341; image damage proxy 0.44.
SYNTHETIC_NOT_REAL,SYN-004266,SYN-FO-004266,2025-11-08T08:16:48+00:00,SYN-C013,Europe,465.37,45,0.988,0.6677,30.12,24.0,490,428,0.0,SIMULATED: transit deviation 30.1 h; load 490 pieces; received-document reading 428; image damage proxy 0.67.
SYNTHETIC_NOT_REAL,SYN-004861,SYN-FO-004861,2025-12-21T18:43:12+00:00,SYN-C008,North America,289.48,30,0.6831,0.0469,3.127,4.0,225,205,0.03,SIMULATED: transit deviation 3.1 h; load 225 pieces; received-document reading 205; image damage proxy 0.05.
SYNTHETIC_NOT_REAL,SYN-004867,SYN-FO-004867,2025-12-22T05:13:55.200000+00:00,SYN-C050,Latin America,1401.42,60,0.6845,0.7285,3.191,2.0,305,277,0.03,SIMULATED: transit deviation 3.2 h; load 305 pieces; received-document reading 277; image damage proxy 0.73.
SYNTHETIC_NOT_REAL,SYN-004782,SYN-FO-004782,2025-12-16T00:18:43.200000+00:00,SYN-C024,Europe,415.07,30,0.9233,0.3949,49.032,24.0,462,448,0.01,SIMULATED: transit deviation 49.0 h; load 462 pieces; received-document reading 448; image damage proxy 0.39.
SYNTHETIC_NOT_REAL,SYN-004226,SYN-FO-004226,2025-11-05T10:12:00+00:00,SYN-C038,Asia Pacific,783.89,45,0.7472,0.4818,30.779,24.0,131,128,0.0,SIMULATED: transit deviation 30.8 h; load 131 pieces; received-document reading 128; image damage proxy 0.48.
SYNTHETIC_NOT_REAL,SYN-004495,SYN-FO-004495,2025-11-25T01:29:16.800000+00:00,SYN-C004,North America,404.4,30,0.6356,0.8801,7.677,8.0,176,170,0.0,SIMULATED: transit deviation 7.7 h; load 176 pieces; received-document reading 170; image damage proxy 0.88.
SYNTHETIC_NOT_REAL,SYN-004236,SYN-FO-004236,2025-11-06T03:43:12+00:00,SYN-C006,Latin America,171.98,15,0.9508,0.3471,9.729,8.0,90,88,0.0,SIMULATED: transit deviation 9.7 h; load 90 pieces; received-document reading 88; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-004876,SYN-FO-004876,2025-12-22T21:00:00+00:00,SYN-C042,Latin America,868.57,60,0.9294,0.0,41.639,24.0,205,204,0.0,SIMULATED: transit deviation 41.6 h; load 205 pieces; received-document reading 204; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004196,SYN-FO-004196,2025-11-03T05:38:24+00:00,SYN-C041,Latin America,181.02,15,0.8905,0.2842,9.397,4.0,75,74,0.0,SIMULATED: transit deviation 9.4 h; load 75 pieces; received-document reading 74; image damage proxy 0.28.
SYNTHETIC_NOT_REAL,SYN-004643,SYN-FO-004643,2025-12-05T20:47:02.400000+00:00,SYN-C032,North America,748.44,15,0.9341,0.4057,36.109,24.0,171,160,0.03,SIMULATED: transit deviation 36.1 h; load 171 pieces; received-document reading 160; image damage proxy 0.41.
SYNTHETIC_NOT_REAL,SYN-004694,SYN-FO-004694,2025-12-09T14:08:09.600000+00:00,SYN-C010,North America,274.79,45,0.9639,0.6577,3.007,2.0,498,459,0.0,SIMULATED: transit deviation 3.0 h; load 498 pieces; received-document reading 459; image damage proxy 0.66.
SYNTHETIC_NOT_REAL,SYN-004865,SYN-FO-004865,2025-12-22T01:43:40.800000+00:00,SYN-C025,Asia Pacific,492.41,30,0.6462,0.5959,29.949,24.0,295,271,0.03,SIMULATED: transit deviation 29.9 h; load 295 pieces; received-document reading 271; image damage proxy 0.60.
SYNTHETIC_NOT_REAL,SYN-004856,SYN-FO-004856,2025-12-21T09:57:36+00:00,SYN-C050,Asia Pacific,251.67,60,0.5959,0.0032,7.663,12.0,109,108,0.01,SIMULATED: transit deviation 7.7 h; load 109 pieces; received-document reading 108; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004164,SYN-FO-004164,2025-10-31T21:34:33.600000+00:00,SYN-C020,Asia Pacific,1064.04,30,0.753,0.3321,37.309,24.0,220,192,0.0,SIMULATED: transit deviation 37.3 h; load 220 pieces; received-document reading 192; image damage proxy 0.33.
SYNTHETIC_NOT_REAL,SYN-004271,SYN-FO-004271,2025-11-08T17:02:24+00:00,SYN-C044,Latin America,133.29,45,0.9768,0.0,3.53,2.0,326,318,0.0,SIMULATED: transit deviation 3.5 h; load 326 pieces; received-document reading 318; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004669,SYN-FO-004669,2025-12-07T18:20:09.600000+00:00,SYN-C034,Latin America,227.17,45,0.5635,0.8103,0.0,4.0,435,442,0.0,SIMULATED: transit deviation 0.0 h; load 435 pieces; received-document reading 442; image damage proxy 0.81.
SYNTHETIC_NOT_REAL,SYN-004437,SYN-FO-004437,2025-11-20T19:52:19.200000+00:00,SYN-C020,North America,137.6,30,0.629,0.883,9.194,8.0,322,329,0.0,SIMULATED: transit deviation 9.2 h; load 322 pieces; received-document reading 329; image damage proxy 0.88.
SYNTHETIC_NOT_REAL,SYN-004330,SYN-FO-004330,2025-11-13T00:24:28.800000+00:00,SYN-C012,Europe,1816.68,60,0.8149,0.0057,0.0,24.0,99,98,0.0,SIMULATED: transit deviation 0.0 h; load 99 pieces; received-document reading 98; image damage proxy 0.01.
SYNTHETIC_NOT_REAL,SYN-004500,SYN-FO-004500,2025-11-25T10:14:52.800000+00:00,SYN-C058,Europe,1626.93,30,0.7237,0.2122,26.084,24.0,304,303,0.0,SIMULATED: transit deviation 26.1 h; load 304 pieces; received-document reading 303; image damage proxy 0.21.
SYNTHETIC_NOT_REAL,SYN-004659,SYN-FO-004659,2025-12-07T00:48:57.600000+00:00,SYN-C064,Europe,914.49,30,0.5995,0.0,2.482,2.0,232,241,0.01,SIMULATED: transit deviation 2.5 h; load 232 pieces; received-document reading 241; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004343,SYN-FO-004343,2025-11-13T23:11:02.400000+00:00,SYN-C046,Asia Pacific,766.66,60,0.7665,0.3305,10.618,8.0,325,296,0.03,SIMULATED: transit deviation 10.6 h; load 325 pieces; received-document reading 296; image damage proxy 0.33.
SYNTHETIC_NOT_REAL,SYN-004232,SYN-FO-004232,2025-11-05T20:42:43.200000+00:00,SYN-C080,Europe,916.5,15,0.6117,0.4727,7.879,8.0,164,157,0.01,SIMULATED: transit deviation 7.9 h; load 164 pieces; received-document reading 157; image damage proxy 0.47.
SYNTHETIC_NOT_REAL,SYN-004793,SYN-FO-004793,2025-12-16T19:35:02.400000+00:00,SYN-C001,Europe,446.62,30,0.4635,0.1027,10.205,4.0,397,379,0.03,SIMULATED: transit deviation 10.2 h; load 397 pieces; received-document reading 379; image damage proxy 0.10.
