provenance,claim_id,freight_order_id,event_timestamp,split,carrier_id,region,claim_value_usd,contract_payment_days,document_quality,image_damage_proxy,delay_hours,sla_buffer_hours,shipped_quantity,extracted_received_quantity,contractual_loss_tolerance,synthetic_primary_label,synthetic_possible_labels,synthetic_ambiguous,evidence_text
SYNTHETIC_NOT_REAL,SYN-000001,SYN-FO-000001,2025-01-01T00:00:00+00:00,train,SYN-C024,Asia Pacific,168.52,45,0.7502,0.6015,20.28,24.0,116,115,0.03,damage,damage,False,SIMULATED: transit deviation 20.3 h; load 116 pieces; received-document reading 115; image damage proxy 0.60.
SYNTHETIC_NOT_REAL,SYN-000474,SYN-FO-000474,2025-02-04T12:41:45.600000+00:00,train,SYN-C057,Asia Pacific,373.49,45,0.7578,0.0345,54.182,24.0,400,368,0.03,delay,delay,False,SIMULATED: transit deviation 54.2 h; load 400 pieces; received-document reading 368; image damage proxy 0.03.
SYNTHETIC_NOT_REAL,SYN-000475,SYN-FO-000475,2025-02-04T14:26:52.800000+00:00,train,SYN-C065,Latin America,5388.84,45,0.8084,0.4125,14.839,12.0,34,32,0.03,damage,damage,False,SIMULATED: transit deviation 14.8 h; load 34 pieces; received-document reading 32; image damage proxy 0.41.
SYNTHETIC_NOT_REAL,SYN-000476,SYN-FO-000476,2025-02-04T16:12:00+00:00,train,SYN-C077,Europe,1090.34,15,0.6904,0.4209,41.201,24.0,352,331,0.03,delay,delay,False,SIMULATED: transit deviation 41.2 h; load 352 pieces; received-document reading 331; image damage proxy 0.42.
SYNTHETIC_NOT_REAL,SYN-000477,SYN-FO-000477,2025-02-04T17:57:07.200000+00:00,train,SYN-C054,Europe,278.11,30,0.8407,0.3082,5.817,8.0,291,260,0.03,shortage,shortage,False,SIMULATED: transit deviation 5.8 h; load 291 pieces; received-document reading 260; image damage proxy 0.31.
SYNTHETIC_NOT_REAL,SYN-000478,SYN-FO-000478,2025-02-04T19:42:14.400000+00:00,train,SYN-C068,North America,196.08,30,0.7075,0.2155,3.455,12.0,435,438,0.01,shortage,shortage,False,SIMULATED: transit deviation 3.5 h; load 435 pieces; received-document reading 438; image damage proxy 0.22.
SYNTHETIC_NOT_REAL,SYN-000479,SYN-FO-000479,2025-02-04T21:27:21.600000+00:00,train,SYN-C019,North America,701.74,30,0.677,0.5398,6.673,8.0,120,121,0.03,damage,damage,False,SIMULATED: transit deviation 6.7 h; load 120 pieces; received-document reading 121; image damage proxy 0.54.
SYNTHETIC_NOT_REAL,SYN-000480,SYN-FO-000480,2025-02-04T23:12:28.800000+00:00,train,SYN-C013,Asia Pacific,862.99,60,0.8662,0.203,2.003,4.0,77,76,0.0,delay,delay,False,SIMULATED: transit deviation 2.0 h; load 77 pieces; received-document reading 76; image damage proxy 0.20.
SYNTHETIC_NOT_REAL,SYN-000481,SYN-FO-000481,2025-02-05T00:57:36+00:00,train,SYN-C013,North America,251.4,30,0.8008,0.3797,19.652,12.0,247,246,0.01,delay,delay,False,SIMULATED: transit deviation 19.7 h; load 247 pieces; received-document reading 246; image damage proxy 0.38.
SYNTHETIC_NOT_REAL,SYN-000482,SYN-FO-000482,2025-02-05T02:42:43.200000+00:00,train,SYN-C028,Europe,1632.99,45,0.7174,0.0551,22.592,12.0,94,82,0.01,shortage,shortage,False,SIMULATED: transit deviation 22.6 h; load 94 pieces; received-document reading 82; image damage proxy 0.06.
SYNTHETIC_NOT_REAL,SYN-000483,SYN-FO-000483,2025-02-05T04:27:50.400000+00:00,train,SYN-C050,Europe,3355.25,60,0.8755,0.4506,1.032,2.0,145,128,0.0,shortage,shortage,False,SIMULATED: transit deviation 1.0 h; load 145 pieces; received-document reading 128; image damage proxy 0.45.
SYNTHETIC_NOT_REAL,SYN-000484,SYN-FO-000484,2025-02-05T06:12:57.600000+00:00,train,SYN-C069,Latin America,217.94,30,0.742,0.0643,5.393,4.0,431,397,0.03,shortage,shortage,False,SIMULATED: transit deviation 5.4 h; load 431 pieces; received-document reading 397; image damage proxy 0.06.
SYNTHETIC_NOT_REAL,SYN-000485,SYN-FO-000485,2025-02-05T07:58:04.800000+00:00,train,SYN-C033,Asia Pacific,1400.01,15,0.4667,0.7214,16.991,12.0,122,128,0.01,damage,damage,False,SIMULATED: transit deviation 17.0 h; load 122 pieces; received-document reading 128; image damage proxy 0.72.
SYNTHETIC_NOT_REAL,SYN-000486,SYN-FO-000486,2025-02-05T09:43:12+00:00,train,SYN-C053,North America,2445.91,45,0.5207,0.7551,1.246,2.0,302,266,0.01,shortage,damage|shortage,True,SIMULATED: transit deviation 1.2 h; load 302 pieces; received-document reading 266; image damage proxy 0.76.
SYNTHETIC_NOT_REAL,SYN-000487,SYN-FO-000487,2025-02-05T11:28:19.200000+00:00,train,SYN-C020,North America,281.54,15,0.9391,0.4363,49.773,24.0,412,376,0.0,delay,delay,False,SIMULATED: transit deviation 49.8 h; load 412 pieces; received-document reading 376; image damage proxy 0.44.
SYNTHETIC_NOT_REAL,SYN-000488,SYN-FO-000488,2025-02-05T13:13:26.400000+00:00,train,SYN-C015,Asia Pacific,90.86,60,0.6629,0.6626,0.0,8.0,293,293,0.01,damage,damage,False,SIMULATED: transit deviation 0.0 h; load 293 pieces; received-document reading 293; image damage proxy 0.66.
SYNTHETIC_NOT_REAL,SYN-000489,SYN-FO-000489,2025-02-05T14:58:33.600000+00:00,train,SYN-C074,Latin America,949.2,45,0.7314,0.0,0.0,2.0,171,160,0.0,shortage,shortage,False,SIMULATED: transit deviation 0.0 h; load 171 pieces; received-document reading 160; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000490,SYN-FO-000490,2025-02-05T16:43:40.800000+00:00,train,SYN-C023,Latin America,97.36,15,0.5421,0.7136,1.066,4.0,352,353,0.03,damage,damage,False,SIMULATED: transit deviation 1.1 h; load 352 pieces; received-document reading 353; image damage proxy 0.71.
SYNTHETIC_NOT_REAL,SYN-000491,SYN-FO-000491,2025-02-05T18:28:48+00:00,train,SYN-C053,Latin America,551.02,60,0.6711,0.7868,16.118,12.0,362,356,0.01,delay,damage|delay,True,SIMULATED: transit deviation 16.1 h; load 362 pieces; received-document reading 356; image damage proxy 0.79.
SYNTHETIC_NOT_REAL,SYN-000492,SYN-FO-000492,2025-02-05T20:13:55.200000+00:00,train,SYN-C035,North America,222.4,30,0.7236,0.0,16.825,8.0,458,430,0.0,delay,delay,False,SIMULATED: transit deviation 16.8 h; load 458 pieces; received-document reading 430; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000493,SYN-FO-000493,2025-02-05T21:59:02.400000+00:00,train,SYN-C048,Asia Pacific,443.36,45,0.4782,0.8423,1.928,2.0,405,395,0.01,damage,damage,False,SIMULATED: transit deviation 1.9 h; load 405 pieces; received-document reading 395; image damage proxy 0.84.
SYNTHETIC_NOT_REAL,SYN-000494,SYN-FO-000494,2025-02-05T23:44:09.600000+00:00,train,SYN-C053,Europe,3049.15,15,0.6364,0.3588,1.497,2.0,428,385,0.03,shortage,shortage,False,SIMULATED: transit deviation 1.5 h; load 428 pieces; received-document reading 385; image damage proxy 0.36.
SYNTHETIC_NOT_REAL,SYN-000495,SYN-FO-000495,2025-02-06T01:29:16.800000+00:00,train,SYN-C079,North America,1058.14,30,0.6401,0.4003,1.563,2.0,459,424,0.0,shortage,shortage,False,SIMULATED: transit deviation 1.6 h; load 459 pieces; received-document reading 424; image damage proxy 0.40.
SYNTHETIC_NOT_REAL,SYN-000496,SYN-FO-000496,2025-02-06T03:14:24+00:00,train,SYN-C031,Europe,578.18,45,0.5733,0.7329,3.539,4.0,115,111,0.0,damage,damage,False,SIMULATED: transit deviation 3.5 h; load 115 pieces; received-document reading 111; image damage proxy 0.73.
SYNTHETIC_NOT_REAL,SYN-000497,SYN-FO-000497,2025-02-06T04:59:31.200000+00:00,train,SYN-C017,North America,1649.61,30,0.7183,0.5473,4.224,2.0,438,440,0.01,damage,damage|delay,True,SIMULATED: transit deviation 4.2 h; load 438 pieces; received-document reading 440; image damage proxy 0.55.
SYNTHETIC_NOT_REAL,SYN-000498,SYN-FO-000498,2025-02-06T06:44:38.400000+00:00,train,SYN-C068,Asia Pacific,3625.09,15,0.7716,1.0,2.751,4.0,400,401,0.0,damage,damage,False,SIMULATED: transit deviation 2.8 h; load 400 pieces; received-document reading 401; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-000499,SYN-FO-000499,2025-02-06T08:29:45.600000+00:00,train,SYN-C045,North America,248.89,30,0.885,0.3492,28.09,24.0,363,362,0.03,damage,damage,False,SIMULATED: transit deviation 28.1 h; load 363 pieces; received-document reading 362; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-000500,SYN-FO-000500,2025-02-06T10:14:52.800000+00:00,train,SYN-C004,Europe,323.67,15,0.641,0.8309,18.332,12.0,448,435,0.0,damage,damage,False,SIMULATED: transit deviation 18.3 h; load 448 pieces; received-document reading 435; image damage proxy 0.83.
SYNTHETIC_NOT_REAL,SYN-000501,SYN-FO-000501,2025-02-06T12:00:00+00:00,train,SYN-C061,North America,3697.12,60,0.6289,0.4142,14.233,24.0,366,332,0.03,shortage,shortage,False,SIMULATED: transit deviation 14.2 h; load 366 pieces; received-document reading 332; image damage proxy 0.41.
SYNTHETIC_NOT_REAL,SYN-000502,SYN-FO-000502,2025-02-06T13:45:07.200000+00:00,train,SYN-C062,Latin America,74.99,30,0.5307,0.5805,62.899,24.0,282,294,0.01,damage,damage|delay,True,SIMULATED: transit deviation 62.9 h; load 282 pieces; received-document reading 294; image damage proxy 0.58.
SYNTHETIC_NOT_REAL,SYN-000503,SYN-FO-000503,2025-02-06T15:30:14.400000+00:00,train,SYN-C046,North America,230.03,30,0.8312,0.1642,13.875,12.0,67,69,0.0,delay,delay,False,SIMULATED: transit deviation 13.9 h; load 67 pieces; received-document reading 69; image damage proxy 0.16.
SYNTHETIC_NOT_REAL,SYN-000504,SYN-FO-000504,2025-02-06T17:15:21.600000+00:00,train,SYN-C073,Asia Pacific,637.21,45,0.8664,0.0818,26.21,24.0,395,349,0.01,shortage,shortage,False,SIMULATED: transit deviation 26.2 h; load 395 pieces; received-document reading 349; image damage proxy 0.08.
SYNTHETIC_NOT_REAL,SYN-000505,SYN-FO-000505,2025-02-06T19:00:28.800000+00:00,train,SYN-C054,North America,1732.91,15,0.8109,0.114,0.8,8.0,389,361,0.03,delay,delay,False,SIMULATED: transit deviation 0.8 h; load 389 pieces; received-document reading 361; image damage proxy 0.11.
SYNTHETIC_NOT_REAL,SYN-000506,SYN-FO-000506,2025-02-06T20:45:36+00:00,train,SYN-C050,Asia Pacific,112.61,45,0.5327,0.4796,6.146,4.0,198,187,0.03,delay,delay,False,SIMULATED: transit deviation 6.1 h; load 198 pieces; received-document reading 187; image damage proxy 0.48.
SYNTHETIC_NOT_REAL,SYN-000507,SYN-FO-000507,2025-02-06T22:30:43.200000+00:00,train,SYN-C063,Asia Pacific,1376.04,30,0.9091,0.4245,27.809,24.0,76,73,0.03,damage,damage,False,SIMULATED: transit deviation 27.8 h; load 76 pieces; received-document reading 73; image damage proxy 0.42.
SYNTHETIC_NOT_REAL,SYN-000508,SYN-FO-000508,2025-02-07T00:15:50.400000+00:00,train,SYN-C010,Asia Pacific,128.6,60,0.4711,1.0,16.678,12.0,120,123,0.01,damage,damage,False,SIMULATED: transit deviation 16.7 h; load 120 pieces; received-document reading 123; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-000509,SYN-FO-000509,2025-02-07T02:00:57.600000+00:00,train,SYN-C010,Asia Pacific,335.45,15,0.6132,0.1884,1.831,12.0,231,219,0.01,delay,delay,False,SIMULATED: transit deviation 1.8 h; load 231 pieces; received-document reading 219; image damage proxy 0.19.
SYNTHETIC_NOT_REAL,SYN-000510,SYN-FO-000510,2025-02-07T03:46:04.800000+00:00,train,SYN-C052,Latin America,2826.66,45,0.8238,0.5066,5.09,8.0,426,355,0.03,damage,damage|shortage,True,SIMULATED: transit deviation 5.1 h; load 426 pieces; received-document reading 355; image damage proxy 0.51.
SYNTHETIC_NOT_REAL,SYN-000511,SYN-FO-000511,2025-02-07T05:31:12+00:00,train,SYN-C076,North America,1148.83,45,0.5929,0.3511,7.219,4.0,267,261,0.0,delay,delay,False,SIMULATED: transit deviation 7.2 h; load 267 pieces; received-document reading 261; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-000512,SYN-FO-000512,2025-02-07T07:16:19.200000+00:00,train,SYN-C067,Europe,1837.96,30,0.5253,0.3158,14.554,8.0,199,204,0.01,delay,delay,False,SIMULATED: transit deviation 14.6 h; load 199 pieces; received-document reading 204; image damage proxy 0.32.
SYNTHETIC_NOT_REAL,SYN-000513,SYN-FO-000513,2025-02-07T09:01:26.400000+00:00,train,SYN-C069,Asia Pacific,330.57,60,0.8863,0.2449,13.806,12.0,230,230,0.0,delay,delay,False,SIMULATED: transit deviation 13.8 h; load 230 pieces; received-document reading 230; image damage proxy 0.24.
SYNTHETIC_NOT_REAL,SYN-000514,SYN-FO-000514,2025-02-07T10:46:33.600000+00:00,train,SYN-C008,Asia Pacific,1128.22,15,0.708,0.1457,3.601,2.0,203,179,0.01,delay,delay|shortage,True,SIMULATED: transit deviation 3.6 h; load 203 pieces; received-document reading 179; image damage proxy 0.15.
SYNTHETIC_NOT_REAL,SYN-000515,SYN-FO-000515,2025-02-07T12:31:40.800000+00:00,train,SYN-C062,Europe,383.01,30,0.7914,0.5608,4.537,8.0,167,164,0.01,damage,damage,False,SIMULATED: transit deviation 4.5 h; load 167 pieces; received-document reading 164; image damage proxy 0.56.
SYNTHETIC_NOT_REAL,SYN-000516,SYN-FO-000516,2025-02-07T14:16:48+00:00,train,SYN-C038,Latin America,136.09,45,0.533,0.8777,12.455,8.0,35,33,0.03,damage,damage|delay,True,SIMULATED: transit deviation 12.5 h; load 35 pieces; received-document reading 33; image damage proxy 0.88.
SYNTHETIC_NOT_REAL,SYN-000517,SYN-FO-000517,2025-02-07T16:01:55.200000+00:00,train,SYN-C073,Europe,606.92,30,0.8822,0.436,6.099,24.0,367,338,0.03,damage,damage,False,SIMULATED: transit deviation 6.1 h; load 367 pieces; received-document reading 338; image damage proxy 0.44.
SYNTHETIC_NOT_REAL,SYN-000518,SYN-FO-000518,2025-02-07T17:47:02.400000+00:00,train,SYN-C068,North America,341.71,15,0.6143,0.7931,4.603,2.0,286,291,0.01,damage,damage|delay,True,SIMULATED: transit deviation 4.6 h; load 286 pieces; received-document reading 291; image damage proxy 0.79.
SYNTHETIC_NOT_REAL,SYN-000519,SYN-FO-000519,2025-02-07T19:32:09.600000+00:00,train,SYN-C071,North America,317.54,60,0.8958,0.1647,0.0,8.0,262,239,0.03,damage,damage,False,SIMULATED: transit deviation 0.0 h; load 262 pieces; received-document reading 239; image damage proxy 0.16.
SYNTHETIC_NOT_REAL,SYN-000520,SYN-FO-000520,2025-02-07T21:17:16.800000+00:00,train,SYN-C080,Latin America,7202.92,30,0.8389,0.2858,8.353,4.0,276,271,0.01,delay,delay,False,SIMULATED: transit deviation 8.4 h; load 276 pieces; received-document reading 271; image damage proxy 0.29.
SYNTHETIC_NOT_REAL,SYN-000521,SYN-FO-000521,2025-02-07T23:02:24+00:00,train,SYN-C025,North America,2673.74,60,0.8357,0.8864,0.0,4.0,214,206,0.0,damage,damage,False,SIMULATED: transit deviation 0.0 h; load 214 pieces; received-document reading 206; image damage proxy 0.89.
SYNTHETIC_NOT_REAL,SYN-000522,SYN-FO-000522,2025-02-08T00:47:31.200000+00:00,train,SYN-C062,Latin America,520.55,30,0.5909,0.2637,2.838,2.0,58,65,0.01,delay,delay,False,SIMULATED: transit deviation 2.8 h; load 58 pieces; received-document reading 65; image damage proxy 0.26.
SYNTHETIC_NOT_REAL,SYN-000523,SYN-FO-000523,2025-02-08T02:32:38.400000+00:00,train,SYN-C017,Latin America,2134.26,15,0.8951,0.5213,2.974,2.0,464,435,0.01,delay,delay,False,SIMULATED: transit deviation 3.0 h; load 464 pieces; received-document reading 435; image damage proxy 0.52.
SYNTHETIC_NOT_REAL,SYN-000524,SYN-FO-000524,2025-02-08T04:17:45.600000+00:00,train,SYN-C076,Europe,275.5,30,0.8735,0.6448,0.235,2.0,125,124,0.03,damage,damage,False,SIMULATED: transit deviation 0.2 h; load 125 pieces; received-document reading 124; image damage proxy 0.64.
SYNTHETIC_NOT_REAL,SYN-000525,SYN-FO-000525,2025-02-08T06:02:52.800000+00:00,train,SYN-C068,Asia Pacific,188.93,30,0.4658,0.0131,24.793,12.0,427,369,0.03,shortage,delay|shortage,True,SIMULATED: transit deviation 24.8 h; load 427 pieces; received-document reading 369; image damage proxy 0.01.
SYNTHETIC_NOT_REAL,SYN-000526,SYN-FO-000526,2025-02-08T07:48:00+00:00,train,SYN-C077,Latin America,531.36,15,0.8261,0.9387,7.351,12.0,26,27,0.03,damage,damage,False,SIMULATED: transit deviation 7.4 h; load 26 pieces; received-document reading 27; image damage proxy 0.94.
SYNTHETIC_NOT_REAL,SYN-000527,SYN-FO-000527,2025-02-08T09:33:07.200000+00:00,train,SYN-C004,Asia Pacific,30.24,15,0.6244,0.139,36.194,24.0,255,246,0.03,delay,delay,False,SIMULATED: transit deviation 36.2 h; load 255 pieces; received-document reading 246; image damage proxy 0.14.
SYNTHETIC_NOT_REAL,SYN-000528,SYN-FO-000528,2025-02-08T11:18:14.400000+00:00,train,SYN-C011,Latin America,122.53,15,0.9332,0.0029,3.749,2.0,300,289,0.03,delay,delay,False,SIMULATED: transit deviation 3.7 h; load 300 pieces; received-document reading 289; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000529,SYN-FO-000529,2025-02-08T13:03:21.600000+00:00,train,SYN-C046,Latin America,633.68,60,0.578,0.1723,7.847,24.0,468,472,0.0,delay,delay,False,SIMULATED: transit deviation 7.8 h; load 468 pieces; received-document reading 472; image damage proxy 0.17.
SYNTHETIC_NOT_REAL,SYN-000530,SYN-FO-000530,2025-02-08T14:48:28.800000+00:00,train,SYN-C030,North America,54.64,45,0.9259,0.9549,4.721,4.0,485,425,0.01,shortage,damage|shortage,True,SIMULATED: transit deviation 4.7 h; load 485 pieces; received-document reading 425; image damage proxy 0.95.
SYNTHETIC_NOT_REAL,SYN-000531,SYN-FO-000531,2025-02-08T16:33:36+00:00,train,SYN-C080,Asia Pacific,644.76,30,0.6086,0.4805,2.783,12.0,255,238,0.01,damage,damage|shortage,True,SIMULATED: transit deviation 2.8 h; load 255 pieces; received-document reading 238; image damage proxy 0.48.
SYNTHETIC_NOT_REAL,SYN-000532,SYN-FO-000532,2025-02-08T18:18:43.200000+00:00,train,SYN-C026,Asia Pacific,268.08,15,0.9218,0.5531,18.228,24.0,91,81,0.0,shortage,shortage,False,SIMULATED: transit deviation 18.2 h; load 91 pieces; received-document reading 81; image damage proxy 0.55.
SYNTHETIC_NOT_REAL,SYN-000533,SYN-FO-000533,2025-02-08T20:03:50.400000+00:00,train,SYN-C072,Latin America,101.79,30,0.6492,0.5136,6.548,8.0,296,301,0.0,damage,damage,False,SIMULATED: transit deviation 6.5 h; load 296 pieces; received-document reading 301; image damage proxy 0.51.
SYNTHETIC_NOT_REAL,SYN-000534,SYN-FO-000534,2025-02-08T21:48:57.600000+00:00,train,SYN-C060,Europe,242.09,60,0.8954,0.7567,7.771,8.0,436,435,0.03,damage,damage|delay,True,SIMULATED: transit deviation 7.8 h; load 436 pieces; received-document reading 435; image damage proxy 0.76.
SYNTHETIC_NOT_REAL,SYN-000535,SYN-FO-000535,2025-02-08T23:34:04.800000+00:00,train,SYN-C027,Latin America,113.77,45,0.8596,0.1137,3.655,4.0,207,196,0.03,shortage,shortage,False,SIMULATED: transit deviation 3.7 h; load 207 pieces; received-document reading 196; image damage proxy 0.11.
SYNTHETIC_NOT_REAL,SYN-000536,SYN-FO-000536,2025-02-09T01:19:12+00:00,train,SYN-C031,Europe,336.88,30,0.6998,0.4138,23.594,24.0,166,165,0.03,delay,delay,False,SIMULATED: transit deviation 23.6 h; load 166 pieces; received-document reading 165; image damage proxy 0.41.
SYNTHETIC_NOT_REAL,SYN-000537,SYN-FO-000537,2025-02-09T03:04:19.200000+00:00,train,SYN-C039,Europe,2697.89,45,0.5313,0.1594,1.915,4.0,182,166,0.0,shortage,shortage,False,SIMULATED: transit deviation 1.9 h; load 182 pieces; received-document reading 166; image damage proxy 0.16.
SYNTHETIC_NOT_REAL,SYN-000538,SYN-FO-000538,2025-02-09T04:49:26.400000+00:00,train,SYN-C026,Asia Pacific,1049.66,60,0.8628,0.5598,0.0,24.0,195,195,0.03,damage,damage,False,SIMULATED: transit deviation 0.0 h; load 195 pieces; received-document reading 195; image damage proxy 0.56.
SYNTHETIC_NOT_REAL,SYN-000539,SYN-FO-000539,2025-02-09T06:34:33.600000+00:00,train,SYN-C010,Asia Pacific,1851.94,30,0.6645,0.9265,5.708,12.0,265,261,0.03,damage,damage,False,SIMULATED: transit deviation 5.7 h; load 265 pieces; received-document reading 261; image damage proxy 0.93.
SYNTHETIC_NOT_REAL,SYN-000540,SYN-FO-000540,2025-02-09T08:19:40.800000+00:00,train,SYN-C043,North America,1569.02,60,0.9309,0.2951,2.956,2.0,358,360,0.01,delay,delay,False,SIMULATED: transit deviation 3.0 h; load 358 pieces; received-document reading 360; image damage proxy 0.30.
SYNTHETIC_NOT_REAL,SYN-000541,SYN-FO-000541,2025-02-09T10:04:48+00:00,train,SYN-C067,Europe,86.09,60,0.8803,0.0584,1.961,2.0,440,435,0.0,delay,delay,False,SIMULATED: transit deviation 2.0 h; load 440 pieces; received-document reading 435; image damage proxy 0.06.
SYNTHETIC_NOT_REAL,SYN-000542,SYN-FO-000542,2025-02-09T11:49:55.200000+00:00,train,SYN-C072,Asia Pacific,290.23,15,0.635,0.9881,6.854,8.0,326,329,0.03,damage,damage,False,SIMULATED: transit deviation 6.9 h; load 326 pieces; received-document reading 329; image damage proxy 0.99.
SYNTHETIC_NOT_REAL,SYN-000543,SYN-FO-000543,2025-02-09T13:35:02.400000+00:00,train,SYN-C024,Europe,384.29,45,0.5767,0.7295,8.832,4.0,105,100,0.03,damage,damage|delay,True,SIMULATED: transit deviation 8.8 h; load 105 pieces; received-document reading 100; image damage proxy 0.73.
SYNTHETIC_NOT_REAL,SYN-000544,SYN-FO-000544,2025-02-09T15:20:09.600000+00:00,train,SYN-C071,Europe,1570.46,15,0.7503,0.709,1.18,8.0,402,401,0.03,damage,damage,False,SIMULATED: transit deviation 1.2 h; load 402 pieces; received-document reading 401; image damage proxy 0.71.
SYNTHETIC_NOT_REAL,SYN-000545,SYN-FO-000545,2025-02-09T17:05:16.800000+00:00,train,SYN-C004,Asia Pacific,349.86,30,0.6863,0.3865,18.461,24.0,266,232,0.0,shortage,delay|shortage,True,SIMULATED: transit deviation 18.5 h; load 266 pieces; received-document reading 232; image damage proxy 0.39.
SYNTHETIC_NOT_REAL,SYN-000546,SYN-FO-000546,2025-02-09T18:50:24+00:00,train,SYN-C037,North America,744.84,15,0.9418,0.0593,4.001,2.0,484,478,0.03,delay,delay,False,SIMULATED: transit deviation 4.0 h; load 484 pieces; received-document reading 478; image damage proxy 0.06.
SYNTHETIC_NOT_REAL,SYN-000547,SYN-FO-000547,2025-02-09T20:35:31.200000+00:00,train,SYN-C080,Europe,8446.34,60,0.454,0.064,2.381,2.0,26,30,0.0,delay,delay|shortage,True,SIMULATED: transit deviation 2.4 h; load 26 pieces; received-document reading 30; image damage proxy 0.06.
SYNTHETIC_NOT_REAL,SYN-000548,SYN-FO-000548,2025-02-09T22:20:38.400000+00:00,train,SYN-C076,Asia Pacific,151.14,60,0.7931,0.9331,13.787,8.0,75,70,0.0,shortage,damage|shortage,True,SIMULATED: transit deviation 13.8 h; load 75 pieces; received-document reading 70; image damage proxy 0.93.
SYNTHETIC_NOT_REAL,SYN-000549,SYN-FO-000549,2025-02-10T00:05:45.600000+00:00,train,SYN-C064,Europe,98.15,45,0.49,0.5782,6.082,12.0,258,239,0.03,damage,damage,False,SIMULATED: transit deviation 6.1 h; load 258 pieces; received-document reading 239; image damage proxy 0.58.
SYNTHETIC_NOT_REAL,SYN-000550,SYN-FO-000550,2025-02-10T01:50:52.800000+00:00,train,SYN-C068,Europe,93.21,60,0.8469,0.0322,55.615,24.0,494,430,0.0,delay,delay|shortage,True,SIMULATED: transit deviation 55.6 h; load 494 pieces; received-document reading 430; image damage proxy 0.03.
SYNTHETIC_NOT_REAL,SYN-000551,SYN-FO-000551,2025-02-10T03:36:00+00:00,train,SYN-C024,North America,378.55,45,0.8545,0.581,5.347,12.0,249,249,0.0,damage,damage,False,SIMULATED: transit deviation 5.3 h; load 249 pieces; received-document reading 249; image damage proxy 0.58.
SYNTHETIC_NOT_REAL,SYN-000552,SYN-FO-000552,2025-02-10T05:21:07.200000+00:00,train,SYN-C050,Asia Pacific,250.86,45,0.9257,0.1565,16.795,8.0,102,93,0.0,delay,delay,False,SIMULATED: transit deviation 16.8 h; load 102 pieces; received-document reading 93; image damage proxy 0.16.
SYNTHETIC_NOT_REAL,SYN-000553,SYN-FO-000553,2025-02-10T07:06:14.400000+00:00,train,SYN-C074,Latin America,292.18,15,0.8868,0.8901,16.782,24.0,144,142,0.01,damage,damage,False,SIMULATED: transit deviation 16.8 h; load 144 pieces; received-document reading 142; image damage proxy 0.89.
SYNTHETIC_NOT_REAL,SYN-000554,SYN-FO-000554,2025-02-10T08:51:21.600000+00:00,train,SYN-C015,Asia Pacific,145.09,60,0.9005,0.462,4.074,4.0,353,353,0.01,delay,damage|delay,True,SIMULATED: transit deviation 4.1 h; load 353 pieces; received-document reading 353; image damage proxy 0.46.
SYNTHETIC_NOT_REAL,SYN-000555,SYN-FO-000555,2025-02-10T10:36:28.800000+00:00,train,SYN-C058,Asia Pacific,364.85,60,0.7557,0.0,18.589,24.0,168,159,0.03,shortage,shortage,False,SIMULATED: transit deviation 18.6 h; load 168 pieces; received-document reading 159; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000556,SYN-FO-000556,2025-02-10T12:21:36+00:00,train,SYN-C029,North America,749.95,15,0.7683,0.1202,27.572,24.0,320,284,0.0,delay,delay|shortage,True,SIMULATED: transit deviation 27.6 h; load 320 pieces; received-document reading 284; image damage proxy 0.12.
SYNTHETIC_NOT_REAL,SYN-000557,SYN-FO-000557,2025-02-10T14:06:43.200000+00:00,train,SYN-C010,Europe,923.54,45,0.8893,0.0,18.006,24.0,49,49,0.01,delay,delay,False,SIMULATED: transit deviation 18.0 h; load 49 pieces; received-document reading 49; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000558,SYN-FO-000558,2025-02-10T15:51:50.400000+00:00,train,SYN-C035,Latin America,884.68,45,0.6819,0.3701,2.619,2.0,121,115,0.0,shortage,delay|shortage,True,SIMULATED: transit deviation 2.6 h; load 121 pieces; received-document reading 115; image damage proxy 0.37.
SYNTHETIC_NOT_REAL,SYN-000559,SYN-FO-000559,2025-02-10T17:36:57.600000+00:00,train,SYN-C049,North America,943.04,60,0.7001,0.6346,3.985,8.0,476,459,0.01,damage,damage,False,SIMULATED: transit deviation 4.0 h; load 476 pieces; received-document reading 459; image damage proxy 0.63.
SYNTHETIC_NOT_REAL,SYN-000560,SYN-FO-000560,2025-02-10T19:22:04.800000+00:00,train,SYN-C003,Europe,475.58,30,0.6554,0.4054,3.153,2.0,313,285,0.0,shortage,shortage,False,SIMULATED: transit deviation 3.2 h; load 313 pieces; received-document reading 285; image damage proxy 0.41.
